audiencia_id,fecha_audiencia,comprador,mercado,n_productos,fecha_inicio,fecha_fin,cantidad_total_kwh,cantidad_total_gwh,horizonte_meses,fecha_audiencia_res,fecha_limite_oferta,adjudicatario,precio_adj_prom,precio_adj_min,precio_adj_max,cantidad_adj_gwh,n_oferentes,oferentes_lista,cobertura_pct,dias_proceso,pb_dia,pb_prom_30d,pb_min_30d,pb_max_30d,pb_std_30d,pb_trend_30d,pb_prom_60d,pb_min_60d,pb_max_60d,pb_std_60d,pb_trend_60d,pb_prom_90d,pb_min_90d,pb_max_90d,pb_std_90d,pb_trend_90d,pb_relativa_90d,pb_tendencia,spread_vs_pb_dia,spread_vs_pb_30d,spread_vs_pb_90d,mes_audiencia,año_audiencia
CP-EXEC2023-004,2023-08-18,exenergy,Regulado,5,2023-01-08,2033-12-31,1001.0,0.001001,134,,,,,,,,,,,,718.1244,547.87,343.92,765.22,117.67,10.7699,575.94,343.92,888.33,114.56,-0.5533,533.77,206.99,888.33,159.08,1.1376,1.3454,subiendo,,,,8.0,2023.0
CP-EXEC2023-005,2024-01-12,exenergy,Regulado,1,2024-01-02,2036-12-31,465.0,0.000465,158,,,,,,,,,,,,665.0088,560.92,123.28,909.85,202.62,-6.6599,598.76,123.28,945.62,202.53,-1.2173,658.8,123.28,1420.87,283.14,-4.1974,1.0094,bajando,,,,1.0,2024.0
CP-EXEC2024-001,2024-03-13,exenergy,Regulado,2,2024-01-08,2034-12-31,3120.0,0.00312,134,,,,,,,,,,,,573.819,549.04,473.23,614.22,38.83,-1.467,556.16,427.98,693.13,57.38,-0.5739,553.9,123.28,888.27,120.39,-0.2497,1.036,estable,,,,3.0,2024.0
CP-EXEC2024-002,2024-09-18,exenergy,Regulado,7,2024-11-01,2030-12-31,776.0,0.000776,75,,,,,,,,,,,,924.957,694.05,462.25,924.96,129.53,8.7425,581.77,281.61,924.96,166.06,8.0573,467.16,114.71,924.96,215.78,7.5705,1.98,subiendo,,,,9.0,2024.0
CP-EXEC2024-003,2024-11-21,exenergy,Regulado,6,2025-01-01,2030-12-31,780.0,0.00078,73,2024-11-21,2024-11-08,Epm,319.75,309.0,330.0,288.0,1.0,Epm,36923076.9,0.0,559.2114,1408.16,528.26,2459.14,652.14,-50.4555,1449.1,528.26,7235.16,916.7,-7.4951,1206.04,462.25,7235.16,829.96,9.0301,0.4637,bajando,-239.4614,-1088.41,-886.29,11.0,2024.0
CP-EXEC2024-004,2024-12-30,exenergy,Regulado,11,2026-01-01,2036-12-31,141.0,0.000141,134,,,,,,,,,,,,385.0887,750.47,299.6,1087.23,214.75,-6.4081,928.07,225.83,2459.14,552.37,-17.943,1116.41,225.83,2459.14,553.84,-13.1617,0.3449,bajando,,,,12.0,2024.0
CP-EXEC2024-005,2024-12-30,exenergy,Regulado,2,2025-01-02,2026-12-31,200.0,0.0002,24,,,,,,,,,,,,385.0887,750.47,299.6,1087.23,214.75,-6.4081,928.07,225.83,2459.14,552.37,-17.943,1116.41,225.83,2459.14,553.84,-13.1617,0.3449,bajando,,,,12.0,2024.0
CP-EXEC2024-006,2025-02-03,exenergy,Regulado,2,2025-01-02,2026-12-31,199.0,0.000199,24,,,,,,,,,,,,647.6935,538.26,175.31,756.38,193.07,16.7795,625.26,162.43,1087.23,243.86,-4.6939,686.27,162.43,1894.55,314.3,-5.1992,0.9438,subiendo,,,,2.0,2025.0
CP-EXEC2025-001,2025-02-12,exenergy,Regulado,2,2026-01-01,2036-12-31,967.2,0.000967,134,2025-02-12,2025-01-31,Btg,316.6969696969697,310.0,352.0,902.05,2.0,"Btg, Soul Energy",93283350.6,0.0,610.1753,634.52,377.39,756.38,100.72,0.2784,591.78,162.43,1087.23,229.15,-1.5305,624.35,162.43,1087.23,214.17,-1.6087,0.9773,estable,-293.4783,-317.823,-307.653,2.0,2025.0
CP-EXEC2025-002,2025-04-11,exenergy,Regulado,1,2026-01-01,2027-12-31,240.0,0.00024,24,,,,,,,,,,,,116.2836,215.51,116.28,302.89,49.26,-3.4031,252.19,116.28,610.18,100.72,-3.5122,373.7,116.28,756.38,206.43,-6.1842,0.3112,bajando,,,,4.0,2025.0
CP-EXEC2025-003,2025-05-16,exenergy,Regulado,1,2026-01-01,2035-12-31,719.999999986,0.00072,122,2025-05-16,2025-05-06,Btg,323.75,200.0,495.0,700.8000000000001,2.0,"Btg, Coenersa",97333333.3,0.0,110.6918,122.23,105.47,186.74,22.09,0.325,158.79,105.47,302.89,56.9,-2.3444,186.97,105.47,445.66,69.57,-2.037,0.592,estable,213.0582,201.52,136.78,5.0,2025.0
CP-EXEC2025-004,2025-06-12,exenergy,Regulado,1,2025-09-01,2027-12-31,140.0,0.00014,28,,,,,,,,,,,,110.8273,124.14,105.63,186.74,24.87,-1.5016,121.36,105.47,186.74,21.4,-0.08,150.19,105.47,302.89,53.56,-1.4315,0.7379,bajando,,,,6.0,2025.0
CP-EXEC2025-005,2025-12-02,exenergy,Regulado,1,2028-01-01,2031-12-31,480.0,0.00048,49,,,,,,,,,,,,254.1732,230.79,103.04,347.04,60.15,2.8646,197.05,103.04,347.04,65.85,1.5487,228.38,103.04,501.36,85.9,-0.7141,1.1129,subiendo,,,,12.0,2025.0
CP-FREC2022-002,2022-10-28,FRANCA ENERGIA,No Regulado,1,2023-01-01,2032-12-31,79.68043,8e-05,122,,,,,,,,,,,,259.5367,303.83,192.4,500.69,68.68,2.1094,281.63,137.37,500.69,71.93,1.2323,232.48,105.68,500.69,95.34,2.6721,1.1164,subiendo,,,,10.0,2022.0
CP-GNCC2022-002,2022-11-10,VATIA,Regulado,3,2023-01-01,2025-12-31,812.512326,0.000813,36,2022-11-10,2022-10-27,Nitroenergy,276.656,270.0,282.55,910.990106,3.0,"Gensa, Nitroenergy, Vatia",112052903.6,0.0,185.5893,265.03,114.21,500.69,95.25,-8.038,265.97,114.21,500.69,80.69,-1.0501,242.56,107.63,500.69,85.6,0.9239,0.7651,bajando,91.0667,11.626,34.096,11.0,2022.0
CP-GNCC2022-003,2023-01-19,VATIA,Regulado,4,2023-01-01,2026-12-31,647.57,0.000648,49,2023-01-19,2023-01-05,Nitroenergy,279.02,276.14,281.9,350.599999,2.0,"Enerxia, Nitroenergy",54104938.1,0.0,235.7703,404.76,204.81,560.91,113.01,-6.6843,329.65,111.51,560.91,117.84,3.3006,286.73,111.51,560.91,120.56,2.6838,0.8223,bajando,43.2497,-125.74,-7.71,1.0,2023.0
CP-GNCC2023-001,2023-04-27,VATIA,Regulado,5,2023-01-01,2027-12-31,1320.92,0.001321,61,2023-04-27,2023-04-14,Aes,320.99,320.99,320.99,67.99000000000001,1.0,Aes,5146858.4,0.0,249.3178,220.27,133.08,343.06,76.35,7.1084,265.43,133.08,501.9,102.61,-2.2143,356.25,133.08,799.9,174.47,-5.0043,0.6998,subiendo,71.6722,100.72,-35.26,4.0,2023.0
CP-GNCC2023-002,2023-07-19,VATIA,Regulado,8,2023-01-09,2028-12-31,890.213599251923,0.00089,73,2023-07-19,2023-07-06,Vatia,275.58,275.58,275.58,53.3,3.0,"Epm, Isagen, Vatia",5988764.0,0.0,452.6071,600.03,443.23,888.33,107.22,-5.2089,525.27,206.99,888.33,175.98,1.1957,497.77,186.79,888.33,192.58,2.3081,0.9093,bajando,-177.0271,-324.45,-222.19,7.0,2023.0
CP-GNCC2023-003,2023-12-13,VATIA,Regulado,2,2024-01-02,2027-12-31,1173.5123340064565,0.001174,49,,,,,,,,,,,,909.846,646.62,306.65,945.62,200.91,13.4465,712.66,300.07,1420.87,304.76,-5.4451,822.29,300.07,1420.87,294.77,-6.4879,1.1065,subiendo,,,,12.0,2023.0
CP-GNCC2023-004,2023-12-15,VATIA,Regulado,1,2024-01-02,2034-12-31,1778.695588,0.001779,134,2023-12-15,2023-12-01,Vatia,279.67,279.67,279.67,1120.57822044,1.0,Vatia,62989219.8,0.0,868.3307,655.62,306.65,945.62,206.87,17.3433,707.71,300.07,1420.87,300.69,-3.8728,818.32,300.07,1420.87,292.75,-6.0582,1.0611,subiendo,-588.6607,-375.95,-538.65,12.0,2023.0
CP-GNCC2024-001,2024-08-02,VATIA,Regulado,4,2025-01-01,2028-12-31,1234.1675956146369,0.001234,49,2024-08-02,2024-07-22,Nitroenergy,311.61833333333334,301.13,321.44,1485.067595614637,4.0,"Ducc, Nitroenergy, Vatia, Vchc",120345834.3,0.0,400.8821,302.31,134.82,458.21,83.44,7.9,288.47,114.71,458.21,78.25,0.9824,290.9,114.71,472.26,81.43,0.3181,1.3781,subiendo,-89.2638,9.3083,20.7183,8.0,2024.0
CP-GNCC2024-002,2024-12-26,VATIA,Regulado,1,2025-01-01,2025-12-31,93.177676,9.3e-05,12,2024-12-26,2024-12-12,Nitroenergy,340.0,340.0,340.0,98.077676,1.0,Nitroenergy,105459866.7,0.0,523.9835,785.36,426.24,1087.23,173.52,5.7409,1006.69,225.83,2459.14,560.78,-18.2,1208.77,225.83,7235.16,831.83,-14.6312,0.4335,subiendo,-183.9835,-445.36,-868.77,12.0,2024.0
CP-GNCC2025-001,2025-03-14,VATIA,Regulado,4,2025-01-02,2035-12-31,1275.829838,0.001276,134,2025-03-14,2025-03-03,Vatia,309.4625,306.5,332.9,395.09,1.0,Vatia,30963166.1,0.0,241.038,273.29,151.71,610.18,106.72,-7.1389,451.34,151.71,756.38,209.91,-9.7823,483.08,151.71,1087.23,248.58,-5.4644,0.499,bajando,68.4245,36.1725,-173.6175,3.0,2025.0
CP-GNCC2025-002,2025-10-10,VATIA,Regulado,5,2026-01-01,2030-12-31,1385.8,0.001386,61,2025-10-10,2025-09-29,Nmrg,337.0,330.0,344.0,598.9,2.0,"Btg, Nmrg",43210678.2,0.0,176.2023,297.15,170.27,501.36,77.56,-1.7671,282.43,105.24,501.36,76.64,0.4603,236.21,105.24,501.36,92.53,2.231,0.746,bajando,160.7977,39.85,100.79,10.0,2025.0
CP-GNCC2025-003,2025-11-19,VATIA,Regulado,1,2026-01-01,2035-12-31,269.43553003,0.000269,122,,,,,,,,,,,,340.9507,184.16,103.04,347.04,74.36,5.8288,218.23,103.04,501.36,95.08,-2.042,238.84,103.04,501.36,93.54,-1.562,1.4275,subiendo,,,,11.0,2025.0
CP-GNCC2025-004,2026-01-05,VATIA,Regulado,1,2026-02-14,2027-12-31,292.26,0.000292,23,2026-01-05,2025-12-19,Nitroenergy,360.09913043478264,346.44,375.0,292.26,2.0,"Eptc, Nitroenergy",100089041.1,0.0,324.7415,291.38,136.07,437.83,77.6,3.9893,266.7,136.07,437.83,69.43,1.7828,228.0,103.04,437.83,82.98,2.1668,1.4243,subiendo,35.3576,68.7191,132.0991,1.0,2026.0
CP-GNCC2026-001,2026-02-12,VATIA,Regulado,1,2026-04-01,2036-12-31,461.193977,0.000461,131,2026-02-12,2026-01-30,Vatia,325.83558139534887,310.7,347.35,427.3,7.0,"Btg, Eptc, Esprod, Lúmina, Merc, Unergy, Vatia",92689804.8,0.0,127.1606,164.41,107.17,262.05,48.85,-1.009,229.03,107.17,437.83,92.44,-3.9808,229.37,107.17,437.83,79.39,-1.2576,0.5544,estable,198.675,161.4256,96.4656,2.0,2026.0
CP-HLAC2022-002,2022-12-23,ELECTROHUILA,Regulado,5,2023-01-01,2037-12-31,3490.656553,0.003491,183,2022-12-23,2022-12-12,Isagen,248.571,234.66,293.7,620.4262399992,2.0,"Epm, Isagen",17772163.8,0.0,419.1137,279.55,173.02,419.11,55.71,3.4953,231.13,111.51,419.11,72.24,2.3688,253.23,111.51,500.69,79.39,-0.052,1.6551,subiendo,-170.5427,-30.979,-4.659,12.0,2022.0
CP-HLAC2023-001,2023-03-23,ELECTROHUILA,Regulado,3,2023-01-01,2037-12-31,9460.538,0.009461,183,2023-03-23,2023-03-09,Esprod,273.7231328671329,235.0,394.0,2408.13509,7.0,"Cemex Energy, Coenersa, Enermás, Esprod, Isagen, Nitroenergy, Nova Energy",25453282.8,0.0,321.6253,330.26,163.73,501.9,99.85,-5.8329,425.82,163.73,799.9,167.2,-4.836,416.32,163.73,799.9,153.97,-1.4171,0.7725,bajando,-47.9022,-56.5369,-142.5969,3.0,2023.0
CP-HLAC2023-002,2023-07-28,ELECTROHUILA,Regulado,4,2023-01-08,2037-12-31,1438.407294743853,0.001438,182,2023-07-28,2023-07-14,Urrá,310.0,310.0,310.0,5.8912835607658245,1.0,Urrá,409685.9,0.0,485.3598,524.73,343.92,667.24,83.03,-2.8063,485.51,206.99,888.33,152.86,3.7181,511.59,186.79,888.33,184.49,0.7258,0.9487,bajando,-175.3598,-214.73,-201.59,7.0,2023.0
CP-HLAC2023-003,2023-10-25,ELECTROHUILA,Regulado,4,2023-01-12,2037-12-31,1299.23377876,0.001299,182,,,,,,,,,,,,955.6019,1107.46,955.6,1420.87,127.88,8.1443,1008.71,182.24,1420.87,218.71,8.4997,852.22,182.24,1420.87,300.11,9.346,1.1213,subiendo,,,,10.0,2023.0
CP-HLAC2023-004,2024-02-21,ELECTROHUILA,Regulado,2,2024-01-01,2025-12-31,181.09206183037273,0.000181,24,2024-02-21,2024-02-08,Aes,410.06488888888885,370.0,455.0,99.87653832404531,6.0,"Aes, Eptc, Esprod, Generarco, Termotasajero, Vchc",55180407.9,0.0,601.1424,564.61,427.98,693.13,67.39,1.8129,537.75,123.28,693.13,118.85,2.7228,590.94,123.28,945.62,158.84,-1.212,1.0173,subiendo,-191.0775,-154.5451,-180.8751,2.0,2024.0
CP-HLAC2024-001,2024-08-13,ELECTROHUILA,Regulado,3,2025-01-01,2036-12-31,2179.41167953,0.002179,146,,,,,,,,,,,,619.1529,406.58,230.13,619.15,101.87,9.7383,321.74,114.71,619.15,120.89,5.2226,322.46,114.71,619.15,108.58,1.6101,1.9201,subiendo,,,,8.0,2024.0
CP-HLAC2024-002,2024-12-26,ELECTROHUILA,Regulado,3,2025-01-01,2040-12-31,3907.961602,0.003908,195,,,,,,,,,,,,523.9835,785.36,426.24,1087.23,173.52,5.7409,1006.69,225.83,2459.14,560.78,-18.2,1208.77,225.83,7235.16,831.83,-14.6312,0.4335,subiendo,,,,12.0,2024.0
CP-HLAC2025-002,2025-11-04,ELECTROHUILA,Regulado,3,2026-01-01,2040-12-31,3044.0099378663663,0.003044,183,2025-11-04,2025-10-21,Nova Energy,343.39285714285717,310.0,386.0,490.8,8.0,"Biag, Btg, Eptc, Gecelca, Nitroenergy, Nova Energy, Santa Fe, Termotasajero Dos",16123521.7,0.0,176.4662,152.41,103.04,262.78,45.09,-3.1292,221.2,103.04,501.36,98.66,-3.2722,234.69,103.04,501.36,94.13,-1.3613,0.7519,bajando,166.9267,190.9829,108.7029,11.0,2025.0
CP-ITLC2022-001,2023-02-10,ITALENER,Regulado,2,2023-01-01,2034-12-31,15.63645,1.6e-05,146,2023-02-10,2023-01-30,Enermás,269.94,239.89,299.99,5.392156,1.0,Enermás,33700975.0,0.0,556.9092,432.98,194.94,799.9,210.75,18.3879,423.32,194.94,799.9,164.86,3.9952,355.56,111.51,799.9,170.54,4.396,1.5663,subiendo,-286.9692,-163.04,-85.62,2.0,2023.0
CP-ITLC2023-001,2023-06-09,ITALENER,Regulado,1,2023-01-07,2024-12-31,7.3392,7e-06,24,,,,,,,,,,,,310.7299,560.43,206.99,836.85,221.14,-19.1441,422.05,143.44,836.85,217.8,4.9469,349.16,133.08,836.85,209.53,4.5526,0.8899,bajando,,,,6.0,2023.0
CP-NEUC2022-009,2022-12-21,NEU,Regulado,3,2023-01-01,2037-12-31,753.856000044,0.000754,183,,,,,,,,,,,,357.1352,262.35,121.96,357.14,54.13,3.3614,226.46,111.51,357.14,66.04,1.6556,249.17,111.51,500.69,75.87,-0.2445,1.4333,subiendo,,,,12.0,2022.0
CP-NEUC2023-001,2023-04-21,NEU,Regulado,1,2023-05-01,2023-12-31,41.160000000000004,4.1e-05,8,2023-04-21,2023-04-10,Santa Fe,343.15285714285716,324.0,375.0,11.8763736,4.0,"Cemex Energy, Enermás, Esprod, Santa Fe",28966764.9,0.0,319.6271,209.64,133.08,341.56,69.34,1.0666,270.24,133.08,501.9,106.53,-3.7188,351.8,133.08,799.9,176.49,-4.4099,0.9085,estable,23.5258,133.5129,-8.6471,4.0,2023.0
CP-NEUC2023-002,2023-06-22,NEU,Regulado,1,2023-01-05,2024-12-31,145.2,0.000145,24,,,,,,,,,,,,749.1596,441.71,206.99,801.72,182.14,-2.0078,465.54,186.79,836.85,210.05,1.4238,379.87,133.08,836.85,214.34,4.3491,1.9721,bajando,,,,6.0,2023.0
CP-NEUC2023-003,2023-09-01,NEU,Regulado,2,2024-01-01,2024-12-31,132.0,0.000132,12,,,,,,,,,,,,840.0535,538.34,182.24,840.05,195.75,-2.887,529.59,182.24,840.05,150.09,-0.2713,512.84,182.24,888.33,165.05,1.246,1.638,bajando,,,,9.0,2023.0
CP-NEUC2023-006,2023-12-06,NEU,Regulado,1,2024-01-01,2030-12-31,1428.0,0.001428,85,2023-12-06,2023-11-23,Erco,269.92,269.92,269.92,270.0,2.0,"Erco, Vchc",18907563.0,0.0,811.7192,569.04,306.65,825.77,157.8,4.9216,731.3,300.07,1420.87,318.98,-10.8449,834.74,300.07,1420.87,299.98,-7.8096,0.9724,subiendo,-541.7992,-299.12,-564.82,12.0,2023.0
CP-NEUC2024-001,2024-03-06,NEU,Regulado,3,2024-01-05,2040-12-31,1400.0,0.0014,207,,,,,,,,,,,,543.0654,544.14,427.98,625.04,46.35,-1.8996,567.32,427.98,693.13,66.37,-1.63,578.3,123.28,945.62,149.03,-1.7914,0.9391,bajando,,,,3.0,2024.0
CP-NEUC2024-002,2024-04-15,NEU,Regulado,3,2024-01-06,2040-12-31,1990.0,0.00199,207,2024-04-15,2024-04-02,Epm,300.45,292.0,316.69,840.0,3.0,"Epm, Spectrum, Zonc",42211055.3,0.0,1078.8364,832.25,520.65,1234.52,188.8,15.879,690.72,473.23,1234.52,198.74,9.0812,647.79,427.98,1234.52,178.0,4.6935,1.6654,subiendo,-778.3864,-531.8,-347.34,4.0,2024.0
CP-NEUC2024-003,2024-05-24,NEU,Mixto,3,2024-01-07,2040-12-31,1500.0,0.0015,207,2024-05-24,2024-05-10,Nmrg,295.625,255.0,399.0,1337.000000004,2.0,"Nmrg, Vchc",89133333.3,0.0,452.0663,241.73,106.82,452.07,78.3,4.8451,563.93,106.82,1234.52,359.56,-15.5176,563.7,106.82,1234.52,295.66,-4.4853,0.802,subiendo,-156.4413,53.895,-268.075,5.0,2024.0
CP-NEUC2024-005,2024-12-09,NEU,Regulado,1,2025-01-01,2026-12-31,590.1,0.00059,24,2024-12-09,2024-11-27,Furesas,347.8777083333334,332.0,363.0,360.01,2.0,"Furesas, Merc",61018644.1,0.0,847.7592,689.21,225.83,980.16,158.66,-2.3075,1201.08,225.83,2459.14,614.32,-22.8068,1214.17,225.83,7235.16,826.73,-6.0802,0.6982,bajando,-499.8815,-341.3323,-866.2923,12.0,2024.0
CP-NEUC2024-006,2025-01-22,NEU,Regulado,5,2027-01-01,2031-12-31,588.99456,0.000589,61,2025-01-22,2025-01-09,Vchg,355.08375,328.6,390.0,47.158272000000004,1.0,Vchg,8006497.8,0.0,701.4657,444.2,162.43,715.93,178.88,5.2874,605.97,162.43,1087.23,251.11,-5.1327,856.74,162.43,2459.14,563.01,-14.6615,0.8188,subiendo,-346.3819,-89.1162,-501.6562,1.0,2025.0
CP-NEUC2025-001,2025-03-26,NEU,Regulado,6,2027-01-01,2041-12-31,2388.99456,0.002389,183,,,,,,,,,,,,244.6205,232.82,151.71,301.99,37.58,-0.045,376.09,151.71,756.38,200.73,-9.536,398.62,151.71,756.38,196.26,-3.3997,0.6137,estable,,,,3.0,2025.0
CP-NEUC2025-002,2025-03-20,NEU,Regulado,1,2025-01-02,2026-12-31,146.3002004,0.000146,24,2025-03-20,2025-03-07,Egrg,334.3809523809524,320.0,348.0,84.89,2.0,"Ducc, Egrg",58143835.6,0.0,269.2484,233.95,151.71,301.99,35.55,0.6208,421.49,151.71,756.38,212.09,-10.5235,434.8,151.71,950.74,214.92,-4.0977,0.6192,estable,65.1326,100.431,-100.419,3.0,2025.0
CP-NEUC2025-003,2025-04-14,NEU,Regulado,1,2025-01-01,2026-12-31,18.82562164,1.9e-05,24,2025-04-14,2025-04-02,Erco,339.38461538461536,320.0,342.0,18.82,1.0,Erco,99052631.6,0.0,112.3221,201.5,110.61,302.89,55.71,-4.2952,231.29,110.61,548.56,78.89,-2.7128,367.04,110.61,756.38,211.34,-6.8704,0.306,bajando,227.0625,137.8846,-27.6554,4.0,2025.0
CP-NMRC2022-002,2022-10-21,Ener+,Regulado,3,2023-01-01,2032-12-31,34.862468,3.5e-05,122,,,,,,,,,,,,414.2665,293.83,182.94,500.69,73.73,6.8913,273.81,127.77,500.69,77.17,2.2967,220.48,103.75,500.69,99.22,3.0586,1.8789,subiendo,,,,10.0,2022.0
CP-QIEC2022-002,2022-12-24,QI ENERGY,Regulado,1,2023-01-02,2024-12-31,134.112,0.000134,24,,,,,,,,,,,,420.6197,287.54,184.58,420.62,57.64,3.6612,233.67,111.51,420.62,76.1,2.7259,255.66,111.51,500.69,81.09,0.0286,1.6452,subiendo,,,,12.0,2022.0
CP-QIEC2023-001,2023-08-02,QI ENERGY,Regulado,1,2023-01-09,,440.40000000000003,0.00044,,,,,,,,,,,,,552.4892,521.58,343.92,667.24,81.28,-2.323,500.53,206.99,888.33,145.73,2.6976,528.26,206.99,888.33,170.03,-0.3743,1.0459,bajando,,,,8.0,2023.0
CP-QIEC2024-001,2024-03-20,QI ENERGY,Regulado,2,2024-01-04,2032-12-31,1484.618997855,0.001485,109,2024-03-20,2024-03-12,Furesas,316.76511627906973,306.58,362.5,1179.6033333333335,5.0,"Depi, Elic, Furesas, Spectrum, Terpel Energía",79434567.9,0.0,625.6645,548.51,473.23,625.66,40.39,1.0266,553.74,427.98,693.13,56.22,0.1285,539.24,123.28,693.13,99.71,1.021,1.1603,estable,-308.8994,-231.7449,-222.4749,3.0,2024.0
CP-RTQC2022-003,2022-11-03,RUITOQUE,Regulado,2,2023-01-01,2027-12-31,242.919360307,0.000243,61,2022-11-03,2022-10-24,Gensa,267.736,236.18,302.5,234.128402157,4.0,"Enermás, Epm, Gensa, Nova Energy",96349136.7,0.0,223.5849,294.97,131.22,500.69,79.84,-4.137,269.94,131.22,500.69,76.11,0.786,237.85,105.68,500.69,90.83,1.9531,0.94,bajando,44.1511,-27.234,29.886,11.0,2022.0
CP-RTQC2022-004,2023-01-28,RUITOQUE,Regulado,2,2023-01-03,2024-12-31,72.260392,7.2e-05,24,2023-01-28,2023-01-17,Nova Energy,310.0,310.0,310.0,6.0,1.0,Nova Energy,8333333.3,0.0,396.3933,364.78,194.94,560.91,127.55,-10.4073,342.54,194.94,560.91,107.73,0.4648,287.5,111.51,560.91,120.53,2.6022,1.3788,bajando,-86.3933,-54.78,22.5,1.0,2023.0
CP-RTQC2023-001,2023-04-21,RUITOQUE,Regulado,3,2023-01-01,2034-12-31,142.72268416755574,0.000143,146,2023-04-21,2023-04-10,Enermás,349.13,349.13,349.13,41.8584,1.0,Enermás,29271608.4,0.0,319.6271,209.64,133.08,341.56,69.34,1.0666,270.24,133.08,501.9,106.53,-3.7188,351.8,133.08,799.9,176.49,-4.4099,0.9085,estable,29.5029,139.49,-2.67,4.0,2023.0
CP-RTQC2023-002,2023-07-14,RUITOQUE,Regulado,2,2024-01-01,2026-12-31,84.14364080755573,8.4e-05,36,,,,,,,,,,,,667.2389,572.94,352.64,888.33,126.99,0.6975,542.7,206.99,888.33,190.04,-1.2441,479.84,186.79,888.33,198.61,2.8308,1.3905,estable,,,,7.0,2023.0
CP-RTQC2023-004,2023-12-30,RUITOQUE,Regulado,2,2024-01-02,2027-12-31,190.2415329177909,0.00019,49,,,,,,,,,,,,123.2779,670.73,123.28,945.62,211.39,-17.2479,583.77,123.28,945.62,198.0,2.1179,731.59,123.28,1420.87,301.97,-6.2355,0.1685,bajando,,,,12.0,2023.0
CP-RTQC2023-005,2024-03-01,RUITOQUE,Regulado,1,2024-01-04,2027-12-31,186.04282307601272,0.000186,49,2024-03-01,2024-02-19,Sochagota,330.0,330.0,330.0,10.561275,1.0,Sochagota,5678104.8,0.0,481.3171,569.17,427.98,693.13,59.89,-3.7206,562.84,221.66,693.13,82.02,-0.2058,592.87,123.28,945.62,154.26,-2.1809,0.8118,bajando,-151.3171,-239.17,-262.87,3.0,2024.0
CP-RTQC2024-001,2024-05-02,RUITOQUE,Regulado,2,2024-01-06,2028-12-31,705.9707379572397,0.000706,61,2024-05-02,2024-04-19,Termoeléctrica El Morro 2,312.4,305.9,318.9,82.56,2.0,"Sochagota, Termoeléctrica El Morro 2",11694051.0,0.0,192.3342,707.7,106.82,1234.52,392.1,-34.9532,674.25,106.82,1234.52,292.1,-1.4599,636.66,106.82,1234.52,246.58,1.1058,0.3021,bajando,120.0658,-395.3,-324.26,5.0,2024.0
CP-RTQC2024-002,2024-06-18,RUITOQUE,Regulado,2,2024-01-08,2028-12-31,377.34,0.000377,61,2024-06-18,2024-06-04,Nova Energy,317.2641509433962,304.0,336.0,9.672,5.0,"Energéticos, Isagen, Nitroenergy, Nova Energy, Vchc",2565517.2,0.0,238.4365,329.07,196.21,472.26,74.91,-1.9071,316.57,106.82,1005.91,160.78,-1.1641,505.45,106.82,1234.52,316.36,-8.2073,0.4717,bajando,78.8277,-11.8058,-188.1858,6.0,2024.0
CP-RTQC2024-003,2024-10-16,RUITOQUE,Regulado,5,2025-01-01,2030-12-31,135.01017653261604,0.000135,73,,,,,,,,,,,,1689.9289,1362.17,911.32,7235.16,1124.38,22.3459,1019.1,462.25,7235.16,872.67,20.7951,830.57,281.61,7235.16,764.72,14.9918,2.0347,subiendo,,,,10.0,2024.0
CP-RTQC2024-004,2024-11-12,RUITOQUE,No Regulado,2,2024-12-01,2025-12-31,38.0212,3.8e-05,13,,,,,,,,,,,,980.1628,1667.79,781.67,2459.14,499.24,-6.3573,1477.89,781.67,7235.16,894.31,11.9105,1203.25,462.25,7235.16,831.26,15.8152,0.8146,bajando,,,,11.0,2024.0
CP-RTQC2024-005,2024-11-15,RUITOQUE,Regulado,6,2025-01-01,2030-12-31,278.686097,0.000279,73,,,,,,,,,,,,658.2048,1596.4,658.2,2459.14,561.3,-24.0404,1475.83,658.2,7235.16,896.14,5.5377,1208.39,462.25,7235.16,828.42,13.7035,0.5447,bajando,,,,11.0,2024.0
CP-RTQC2024-006,2025-01-22,RUITOQUE,Regulado,2,2025-01-01,2025-12-31,28.871718,2.9e-05,12,2025-01-22,2025-01-09,Nitroenergy,437.5,415.0,460.0,28.871718,2.0,"Nitroenergy, Santa Fe",99557648.3,0.0,701.4657,444.2,162.43,715.93,178.88,5.2874,605.97,162.43,1087.23,251.11,-5.1327,856.74,162.43,2459.14,563.01,-14.6615,0.8188,subiendo,-263.9657,-6.7,-419.24,1.0,2025.0
CP-RTQC2025-001,2025-04-25,RUITOQUE,Regulado,2,2026-01-01,2030-12-31,240.995675,0.000241,61,,,,,,,,,,,,115.9788,163.94,110.61,302.89,54.73,-4.384,197.62,110.61,302.89,58.25,-2.2744,305.27,110.61,756.38,195.19,-6.1558,0.3799,bajando,,,,4.0,2025.0
CP-RTQC2025-002,2025-06-06,RUITOQUE,Regulado,2,2026-01-01,2030-12-31,248.7016751216323,0.000249,61,,,,,,,,,,,,106.8437,125.26,105.53,186.74,25.53,-0.5604,126.81,105.47,230.2,28.04,-0.3585,158.68,105.47,302.89,57.53,-1.5983,0.6733,estable,,,,6.0,2025.0
